State,City,Crop,pH soil,Area (ha),avgTemp,Rainfall (mm),Yield (ton/ha),Avg_smlvl,Soil Type,Nutrient Level,Credit Score,Risk Category,Risk Category Encoded,Predicted Risk Category,Risk Score (%)
Gujarat,Rajkot,Jowar,4.0,5201,29,491,3.8163893632193977,16.0,Mixed Soil,Low,570,Medium Risk,2,2,54
Gujarat,Rajkot,Maize,4.0,301,29,491,7.624186516793142,16.0,Mixed Soil,Low,632,Medium Risk,2,2,58
Gujarat,Rajkot,Wheat,4.0,2901,23,15,6.6241444264026805,16.0,Mixed Soil,Low,861,Very Low Risk,0,0,3
Gujarat,Rajkot,Groundnut,4.0,101,28,101,8.933187733423065,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,7
Gujarat,Rajkot,Sugarcane,4.0,101,27,202,2.3284831354447544,16.0,Mixed Soil,Low,741,Low Risk,1,1,23
Gujarat,Rajkot,Bajra,4.0,42501,29,440,8.421878540076197,16.0,Mixed Soil,Low,592,Medium Risk,2,2,57
Gujarat,Rajkot,Groundnut,4.0,368201,29,440,8.575685549853066,16.0,Mixed Soil,Low,461,High Risk,3,3,74
Gujarat,Rajkot,Jowar,4.0,11101,29,440,8.284932192409784,16.0,Mixed Soil,Low,629,Medium Risk,2,2,57
Gujarat,Rajkot,Maize,4.0,301,29,440,8.14867640224081,16.0,Mixed Soil,Low,517,Medium Risk,2,2,63
Gujarat,Rajkot,Wheat,4.0,10101,23,13,7.434784474890697,16.0,Mixed Soil,Low,900,Very Low Risk,0,0,10
Gujarat,Rajkot,Bajra,4.0,401,29,100,5.557704325585078,16.0,Mixed Soil,Low,872,Very Low Risk,0,0,1
Gujarat,Rajkot,Groundnut,4.0,101,29,100,7.600880905115787,16.0,Mixed Soil,Low,864,Very Low Risk,0,0,13
Gujarat,Rajkot,Sugarcane,4.0,101,27,184,3.744993699090247,16.0,Mixed Soil,Low,759,Low Risk,1,1,30
Gujarat,Rajkot,Bajra,4.0,42501,29,441,5.690675805173591,16.0,Mixed Soil,Low,543,Medium Risk,2,2,68
Gujarat,Rajkot,Groundnut,4.0,430701,29,441,6.238302471054385,16.0,Mixed Soil,Low,562,Medium Risk,2,2,56
Gujarat,Rajkot,Jowar,4.0,11001,29,441,9.304343771838337,16.0,Mixed Soil,Low,693,Medium Risk,2,2,54
Gujarat,Rajkot,Maize,4.0,1101,29,441,8.692893855800655,16.0,Mixed Soil,Low,685,Medium Risk,2,2,65
Gujarat,Rajkot,Wheat,4.0,12801,23,14,9.696881942134604,16.0,Mixed Soil,Low,856,Very Low Risk,0,0,12
Gujarat,Rajkot,Groundnut,4.0,101,28,99,5.068580854201538,16.0,Mixed Soil,Low,881,Very Low Risk,0,0,14
Gujarat,Rajkot,Sugarcane,4.0,301,27,185,8.77094395152288,16.0,Mixed Soil,Low,731,Low Risk,1,1,29
Gujarat,Rajkot,Bajra,4.0,40101,30,470,3.27656555964282,16.0,Mixed Soil,Low,585,Medium Risk,2,2,52
Gujarat,Rajkot,Groundnut,4.0,369201,30,470,8.599730765449692,16.0,Mixed Soil,Low,134,Very High Risk,4,4,103
Gujarat,Rajkot,Jowar,4.0,8201,30,470,3.6021373346407284,16.0,Mixed Soil,Low,646,Medium Risk,2,2,52
Gujarat,Rajkot,Maize,4.0,1801,30,470,9.92895250900533,16.0,Mixed Soil,Low,618,Medium Risk,2,2,62
Gujarat,Rajkot,Wheat,4.0,61901,24,13,5.565470952058536,16.0,Mixed Soil,Low,640,Medium Risk,2,2,58
Gujarat,Rajkot,Groundnut,4.0,1501,29,110,4.273046440501396,16.0,Mixed Soil,Low,781,Low Risk,1,1,32
Gujarat,Rajkot,Bajra,4.0,32801,28,440,6.359170420601719,16.0,Mixed Soil,Low,684,Medium Risk,2,2,67
Gujarat,Rajkot,Groundnut,4.0,419801,28,440,3.1024618215317847,16.0,Mixed Soil,Low,458,High Risk,3,3,77
Gujarat,Rajkot,Jowar,4.0,7401,28,440,9.701644086315667,16.0,Mixed Soil,Low,637,Medium Risk,2,2,51
Gujarat,Rajkot,Maize,4.0,101,28,440,6.581801356641976,16.0,Mixed Soil,Low,674,Medium Risk,2,2,57
Gujarat,Rajkot,Wheat,4.0,36201,23,12,7.336655838751315,16.0,Mixed Soil,Low,754,Low Risk,1,1,23
Gujarat,Rajkot,Bajra,4.0,101,30,100,9.137158963512904,16.0,Mixed Soil,Low,861,Very Low Risk,0,0,4
Gujarat,Rajkot,Groundnut,4.0,401,30,100,5.634263270458695,16.0,Mixed Soil,Low,859,Very Low Risk,0,0,10
Gujarat,Rajkot,Bajra,4.0,34701,30,441,8.187410008670351,16.0,Mixed Soil,Low,533,Medium Risk,2,2,54
Gujarat,Rajkot,Groundnut,4.0,381201,30,441,4.558785228723917,16.0,Mixed Soil,Low,281,Very High Risk,4,4,99
Gujarat,Rajkot,Jowar,4.0,1401,30,441,8.83569608486172,16.0,Mixed Soil,Low,612,Medium Risk,2,2,67
Gujarat,Rajkot,Maize,4.0,401,30,441,8.641620772192082,16.0,Mixed Soil,Low,601,Medium Risk,2,2,66
Gujarat,Rajkot,Wheat,4.0,73701,23,13,3.56668041603203,16.0,Mixed Soil,Low,660,Medium Risk,2,2,66
Gujarat,Rajkot,Bajra,4.0,101,29,103,7.29618678535714,16.0,Mixed Soil,Low,809,Low Risk,1,1,31
Gujarat,Rajkot,Groundnut,4.0,801,29,103,5.358346933294052,16.0,Mixed Soil,Low,745,Low Risk,1,1,23
Gujarat,Rajkot,Sugarcane,4.0,101,27,186,4.512489098518593,16.0,Mixed Soil,Low,817,Low Risk,1,1,29
Gujarat,Rajkot,Bajra,4.0,29901,29,471,3.264800624979525,16.0,Mixed Soil,Low,683,Medium Risk,2,2,65
Gujarat,Rajkot,Groundnut,4.0,402201,29,471,5.670507841529456,16.0,Mixed Soil,Low,399,High Risk,3,3,86
Gujarat,Rajkot,Jowar,4.0,701,29,471,2.6931280176184336,16.0,Mixed Soil,Low,542,Medium Risk,2,2,58
Gujarat,Rajkot,Maize,4.0,801,29,471,4.266164592919807,16.0,Mixed Soil,Low,610,Medium Risk,2,2,53
Gujarat,Rajkot,Wheat,4.0,84201,23,12,5.230741015523673,16.0,Mixed Soil,Low,520,Medium Risk,2,2,56
Gujarat,Rajkot,Bajra,4.0,601,30,108,8.302796200753392,16.0,Mixed Soil,Low,809,Low Risk,1,1,25
Gujarat,Rajkot,Groundnut,4.0,2101,30,108,8.096193548924663,16.0,Mixed Soil,Low,833,Low Risk,1,1,20
Gujarat,Rajkot,Sugarcane,4.0,301,27,197,4.130304908145467,16.0,Mixed Soil,Low,710,Low Risk,1,1,27
Gujarat,Rajkot,Bajra,4.0,18101,29,424,6.201253015944084,16.0,Mixed Soil,Low,507,Medium Risk,2,2,64
Gujarat,Rajkot,Groundnut,4.0,382401,29,424,3.628467263824212,16.0,Mixed Soil,Low,152,Very High Risk,4,4,109
Gujarat,Rajkot,Jowar,4.0,1801,29,424,4.569690182665364,16.0,Mixed Soil,Low,501,Medium Risk,2,2,54
Gujarat,Rajkot,Maize,4.0,701,29,424,7.052097946021726,16.0,Mixed Soil,Low,678,Medium Risk,2,2,63
Gujarat,Rajkot,Jowar,4.0,4501,23,14,2.9025907999332388,16.0,Mixed Soil,Low,869,Very Low Risk,0,0,8
Gujarat,Rajkot,Wheat,4.0,90901,23,14,9.819625313866982,16.0,Mixed Soil,Low,577,Medium Risk,2,2,63
Gujarat,Rajkot,Bajra,4.0,401,29,101,6.079658552447452,16.0,Mixed Soil,Low,895,Very Low Risk,0,0,0
Gujarat,Rajkot,Groundnut,4.0,5101,29,101,4.554529758554934,16.0,Mixed Soil,Low,757,Low Risk,1,1,23
Gujarat,Rajkot,Sugarcane,4.0,201,27,179,7.445016055614061,16.0,Mixed Soil,Low,701,Low Risk,1,1,30
Gujarat,Rajkot,Bajra,4.0,12901,29,424,3.916280299362047,16.0,Mixed Soil,Low,612,Medium Risk,2,2,58
Gujarat,Rajkot,Groundnut,4.0,382601,29,424,7.083354128254696,16.0,Mixed Soil,Low,466,High Risk,3,3,86
Gujarat,Rajkot,Jowar,4.0,2801,29,424,2.426665983950566,16.0,Mixed Soil,Low,684,Medium Risk,2,2,59
Gujarat,Rajkot,Maize,4.0,801,29,424,3.861709963946743,16.0,Mixed Soil,Low,657,Medium Risk,2,2,61
Gujarat,Rajkot,Jowar,4.0,201,23,12,4.087330640904208,16.0,Mixed Soil,Low,875,Very Low Risk,0,0,13
Gujarat,Rajkot,Wheat,4.0,97001,23,12,4.818276203173323,16.0,Mixed Soil,Low,611,Medium Risk,2,2,64
Gujarat,Rajkot,Bajra,4.0,401,29,103,2.1001872270208883,16.0,Mixed Soil,Low,721,Low Risk,1,1,21
Gujarat,Rajkot,Groundnut,4.0,4201,29,103,2.9094019956639583,16.0,Mixed Soil,Low,822,Low Risk,1,1,34
Gujarat,Rajkot,Sugarcane,4.0,201,27,180,6.44155743564899,16.0,Mixed Soil,Low,743,Low Risk,1,1,22
Gujarat,Rajkot,Bajra,4.0,17501,29,491,2.339589420052067,16.0,Mixed Soil,Low,630,Medium Risk,2,2,56
Gujarat,Rajkot,Groundnut,4.0,366501,29,491,2.433768466932073,16.0,Mixed Soil,Low,645,Medium Risk,2,2,65
Gujarat,Rajkot,Jowar,4.0,3101,29,491,2.12526069673593,16.0,Mixed Soil,Low,638,Medium Risk,2,2,68
Gujarat,Rajkot,Maize,4.0,901,29,491,2.6771517502559714,16.0,Mixed Soil,Low,530,Medium Risk,2,2,68
Gujarat,Rajkot,Jowar,4.0,301,23,13,5.44670191118058,16.0,Mixed Soil,Low,876,Very Low Risk,0,0,3
Gujarat,Rajkot,Wheat,4.0,40601,23,13,2.298836738920886,16.0,Mixed Soil,Low,820,Low Risk,1,1,31
Gujarat,Rajkot,Bajra,4.0,401,29,106,8.95915414193166,16.0,Mixed Soil,Low,780,Low Risk,1,1,22
Gujarat,Rajkot,Groundnut,4.0,901,29,106,5.782624946753651,16.0,Mixed Soil,Low,766,Low Risk,1,1,22
Gujarat,Rajkot,Sugarcane,4.0,201,27,203,5.338544375810648,16.0,Mixed Soil,Low,842,Low Risk,1,1,33
Gujarat,Rajkot,Bajra,4.0,6801,29,426,2.9618651935596594,16.0,Mixed Soil,Low,509,Medium Risk,2,2,66
Gujarat,Rajkot,Groundnut,4.0,306201,29,426,8.394362382207241,16.0,Mixed Soil,Low,165,Very High Risk,4,4,102
Gujarat,Rajkot,Jowar,4.0,2201,29,426,7.889244609498437,16.0,Mixed Soil,Low,680,Medium Risk,2,2,69
Gujarat,Rajkot,Maize,4.0,6001,29,426,6.680599477869204,16.0,Mixed Soil,Low,676,Medium Risk,2,2,59
Gujarat,Rajkot,Wheat,4.0,170201,23,12,9.926622792133276,16.0,Mixed Soil,Low,319,High Risk,3,3,98
Gujarat,Rajkot,Bajra,4.0,1001,29,105,6.296053772553696,16.0,Mixed Soil,Low,704,Low Risk,1,1,33
Gujarat,Rajkot,Groundnut,4.0,15001,29,105,3.347817547163032,16.0,Mixed Soil,Low,794,Low Risk,1,1,25
Gujarat,Rajkot,Sugarcane,4.0,201,27,181,3.4551101369118795,16.0,Mixed Soil,Low,827,Low Risk,1,1,20
Gujarat,Rajkot,Bajra,4.0,4701,29,411,8.908909164330815,16.0,Mixed Soil,Low,678,Medium Risk,2,2,59
Gujarat,Rajkot,Groundnut,4.0,272601,29,411,6.35657828502647,16.0,Mixed Soil,Low,477,High Risk,3,3,70
Gujarat,Rajkot,Jowar,4.0,101,29,411,8.073774546371837,16.0,Mixed Soil,Low,689,Medium Risk,2,2,63
Gujarat,Rajkot,Wheat,4.0,113801,23,14,2.0281961098257044,16.0,Mixed Soil,Low,564,Medium Risk,2,2,68
Gujarat,Rajkot,Bajra,4.0,1101,29,110,4.831191709974507,16.0,Mixed Soil,Low,793,Low Risk,1,1,34
Gujarat,Rajkot,Groundnut,4.0,15001,29,110,5.327845095985278,16.0,Mixed Soil,Low,718,Low Risk,1,1,21
Gujarat,Rajkot,Sugarcane,4.0,101,27,178,8.223237603941485,16.0,Mixed Soil,Low,737,Low Risk,1,1,33
Gujarat,Rajkot,Bajra,4.0,4101,29,467,5.727795541789144,16.0,Mixed Soil,Low,687,Medium Risk,2,2,66
Gujarat,Rajkot,Groundnut,4.0,316901,29,467,5.300928297903894,16.0,Mixed Soil,Low,555,Medium Risk,2,2,57
Gujarat,Rajkot,Maize,4.0,401,29,467,7.472497998722742,16.0,Mixed Soil,Low,550,Medium Risk,2,2,55
Gujarat,Rajkot,Wheat,4.0,7201,24,12,8.365965103694956,16.0,Mixed Soil,Low,877,Very Low Risk,0,0,7
Gujarat,Rajkot,Bajra,4.0,101,30,106,4.342739115621649,16.0,Mixed Soil,Low,807,Low Risk,1,1,21
Gujarat,Rajkot,Groundnut,4.0,301,30,106,7.226030683748375,16.0,Mixed Soil,Low,736,Low Risk,1,1,21
Gujarat,Surat,Bajra,4.0,301,23,1072,6.72025482429308,16.0,Mixed Soil,Low,166,Very High Risk,4,4,100
Gujarat,Surat,Groundnut,4.0,9801,23,1072,5.8622107334607545,16.0,Mixed Soil,Low,111,Very High Risk,4,4,109
Gujarat,Surat,Jowar,4.0,29201,23,1072,5.083772915009137,16.0,Mixed Soil,Low,252,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,4101,20,13,9.859111419891091,16.0,Mixed Soil,Low,891,Very Low Risk,0,0,5
Gujarat,Surat,Wheat,4.0,5301,20,13,7.880934839288181,16.0,Mixed Soil,Low,863,Very Low Risk,0,0,9
Gujarat,Surat,Groundnut,4.0,10001,24,230,7.2887223500585,16.0,Mixed Soil,Low,848,Low Risk,1,1,30
Gujarat,Surat,Maize,4.0,1301,22,438,7.869844974532209,16.0,Mixed Soil,Low,633,Medium Risk,2,2,63
Gujarat,Surat,Rice,4.0,81901,22,438,5.803249653615161,16.0,Mixed Soil,Low,532,Medium Risk,2,2,61
Gujarat,Surat,Sugarcane,4.0,95201,22,438,7.464897081093148,16.0,Mixed Soil,Low,221,Very High Risk,4,4,99
Gujarat,Surat,Groundnut,4.0,12701,23,1077,4.013123518635707,16.0,Mixed Soil,Low,137,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,25701,23,1077,7.617072162378623,16.0,Mixed Soil,Low,181,Very High Risk,4,4,101
Gujarat,Surat,Maize,4.0,1301,23,1077,6.90324958639325,16.0,Mixed Soil,Low,146,Very High Risk,4,4,95
Gujarat,Surat,Rice,4.0,80501,23,1077,3.668084768897321,16.0,Mixed Soil,Low,114,Very High Risk,4,4,101
Gujarat,Surat,Jowar,4.0,4101,19,14,8.015431830605468,16.0,Mixed Soil,Low,898,Very Low Risk,0,0,12
Gujarat,Surat,Wheat,4.0,7201,19,14,9.3539979890325,16.0,Mixed Soil,Low,884,Very Low Risk,0,0,0
Gujarat,Surat,Groundnut,4.0,9901,24,226,6.764446948169093,16.0,Mixed Soil,Low,781,Low Risk,1,1,31
Gujarat,Surat,Sugarcane,4.0,113301,22,439,2.776998802397445,16.0,Mixed Soil,Low,216,Very High Risk,4,4,109
Gujarat,Surat,Groundnut,4.0,14001,22,1071,4.6231851403220166,16.0,Mixed Soil,Low,163,Very High Risk,4,4,100
Gujarat,Surat,Jowar,4.0,33701,22,1071,5.442574456715632,16.0,Mixed Soil,Low,164,Very High Risk,4,4,109
Gujarat,Surat,Maize,4.0,1001,22,1071,6.127953801752408,16.0,Mixed Soil,Low,189,Very High Risk,4,4,97
Gujarat,Surat,Rice,4.0,76701,22,1071,2.3720146153994106,16.0,Mixed Soil,Low,242,Very High Risk,4,4,107
Gujarat,Surat,Jowar,4.0,3901,19,14,6.110296005480607,16.0,Mixed Soil,Low,879,Very Low Risk,0,0,11
Gujarat,Surat,Wheat,4.0,6201,19,14,4.931863293168258,16.0,Mixed Soil,Low,867,Very Low Risk,0,0,7
Gujarat,Surat,Groundnut,4.0,10801,23,231,2.307773320294026,16.0,Mixed Soil,Low,820,Low Risk,1,1,25
Gujarat,Surat,Sugarcane,4.0,120401,22,439,9.23643058242883,16.0,Mixed Soil,Low,157,Very High Risk,4,4,104
Gujarat,Surat,Bajra,4.0,301,22,1061,4.996253343442328,16.0,Mixed Soil,Low,411,High Risk,3,3,88
Gujarat,Surat,Groundnut,4.0,11501,22,1061,6.658131728323722,16.0,Mixed Soil,Low,225,Very High Risk,4,4,106
Gujarat,Surat,Jowar,4.0,30101,22,1061,7.083721331915815,16.0,Mixed Soil,Low,254,Very High Risk,4,4,99
Gujarat,Surat,Maize,4.0,801,22,1061,5.546069424649693,16.0,Mixed Soil,Low,465,High Risk,3,3,71
Gujarat,Surat,Rice,4.0,70601,22,1061,9.613414130951956,16.0,Mixed Soil,Low,286,Very High Risk,4,4,106
Gujarat,Surat,Jowar,4.0,3901,20,15,7.748977884943383,16.0,Mixed Soil,Low,857,Very Low Risk,0,0,8
Gujarat,Surat,Wheat,4.0,5401,20,15,6.166945847981439,16.0,Mixed Soil,Low,886,Very Low Risk,0,0,13
Gujarat,Surat,Groundnut,4.0,6201,23,231,5.340594541592331,16.0,Mixed Soil,Low,791,Low Risk,1,1,29
Gujarat,Surat,Rice,4.0,2901,23,231,9.276464868548668,16.0,Mixed Soil,Low,816,Low Risk,1,1,25
Gujarat,Surat,Sugarcane,4.0,119001,22,436,9.946950132321533,16.0,Mixed Soil,Low,159,Very High Risk,4,4,102
Gujarat,Surat,Bajra,4.0,201,22,1080,8.928059677876512,16.0,Mixed Soil,Low,297,Very High Risk,4,4,95
Gujarat,Surat,Groundnut,4.0,13101,22,1080,9.29571684715694,16.0,Mixed Soil,Low,237,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,51201,22,1080,7.729402853766689,16.0,Mixed Soil,Low,244,Very High Risk,4,4,95
Gujarat,Surat,Maize,4.0,1501,22,1080,9.943151065452309,16.0,Mixed Soil,Low,101,Very High Risk,4,4,104
Gujarat,Surat,Rice,4.0,83501,22,1080,7.638960628621835,16.0,Mixed Soil,Low,215,Very High Risk,4,4,100
Gujarat,Surat,Jowar,4.0,4001,19,15,7.7294391539275775,16.0,Mixed Soil,Low,888,Very Low Risk,0,0,11
Gujarat,Surat,Wheat,4.0,4801,19,15,9.172075625971424,16.0,Mixed Soil,Low,893,Very Low Risk,0,0,9
Gujarat,Surat,Groundnut,4.0,7201,24,300,6.815228232484336,16.0,Mixed Soil,Low,558,Medium Risk,2,2,56
Gujarat,Surat,Rice,4.0,2901,24,300,9.112627757192882,16.0,Mixed Soil,Low,692,Medium Risk,2,2,56
Gujarat,Surat,Sugarcane,4.0,113601,22,465,2.616716183819686,16.0,Mixed Soil,Low,160,Very High Risk,4,4,108
Gujarat,Surat,Bajra,4.0,201,23,1070,7.223485302377241,16.0,Mixed Soil,Low,287,Very High Risk,4,4,108
Gujarat,Surat,Groundnut,4.0,7601,23,1070,4.789554836213338,16.0,Mixed Soil,Low,242,Very High Risk,4,4,99
Gujarat,Surat,Jowar,4.0,26001,23,1070,9.948505148188666,16.0,Mixed Soil,Low,146,Very High Risk,4,4,106
Gujarat,Surat,Maize,4.0,2401,23,1070,5.422358658859372,16.0,Mixed Soil,Low,165,Very High Risk,4,4,104
Gujarat,Surat,Rice,4.0,73501,23,1070,9.924693003446274,16.0,Mixed Soil,Low,243,Very High Risk,4,4,104
Gujarat,Surat,Jowar,4.0,5501,19,14,8.054429960029061,16.0,Mixed Soil,Low,859,Very Low Risk,0,0,12
Gujarat,Surat,Wheat,4.0,6701,19,14,2.543701353562475,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,8
Gujarat,Surat,Bajra,4.0,101,23,239,5.086698996793511,16.0,Mixed Soil,Low,721,Low Risk,1,1,26
Gujarat,Surat,Groundnut,4.0,7701,23,239,2.806008507180075,16.0,Mixed Soil,Low,837,Low Risk,1,1,26
Gujarat,Surat,Rice,4.0,5101,23,239,7.0334614214527456,16.0,Mixed Soil,Low,509,Medium Risk,2,2,61
Gujarat,Surat,Sugarcane,4.0,118301,22,441,8.770114199418167,16.0,Mixed Soil,Low,173,Very High Risk,4,4,96
Gujarat,Surat,Bajra,4.0,301,23,1070,7.381972163600698,16.0,Mixed Soil,Low,144,Very High Risk,4,4,106
Gujarat,Surat,Groundnut,4.0,11001,23,1070,8.05485082283202,16.0,Mixed Soil,Low,174,Very High Risk,4,4,101
Gujarat,Surat,Jowar,4.0,36601,23,1070,4.077232397592861,16.0,Mixed Soil,Low,286,Very High Risk,4,4,99
Gujarat,Surat,Maize,4.0,1901,23,1070,7.558856979987175,16.0,Mixed Soil,Low,117,Very High Risk,4,4,97
Gujarat,Surat,Rice,4.0,80001,23,1070,8.16230431628082,16.0,Mixed Soil,Low,134,Very High Risk,4,4,96
Gujarat,Surat,Jowar,4.0,8901,19,13,7.898478718667408,16.0,Mixed Soil,Low,874,Very Low Risk,0,0,8
Gujarat,Surat,Wheat,4.0,6701,19,13,2.4731069775652994,16.0,Mixed Soil,Low,861,Very Low Risk,0,0,8
Gujarat,Surat,Groundnut,4.0,9501,23,230,5.028342049667527,16.0,Mixed Soil,Low,780,Low Risk,1,1,30
Gujarat,Surat,Rice,4.0,5301,23,230,8.331952311976725,16.0,Mixed Soil,Low,837,Low Risk,1,1,24
Gujarat,Surat,Sugarcane,4.0,102701,22,437,6.686879607019833,16.0,Mixed Soil,Low,291,Very High Risk,4,4,100
Gujarat,Surat,Bajra,4.0,201,22,1071,3.326409100771816,16.0,Mixed Soil,Low,268,Very High Risk,4,4,101
Gujarat,Surat,Groundnut,4.0,7801,22,1071,7.666867596686404,16.0,Mixed Soil,Low,222,Very High Risk,4,4,108
Gujarat,Surat,Jowar,4.0,27101,22,1071,9.88597086001178,16.0,Mixed Soil,Low,272,Very High Risk,4,4,104
Gujarat,Surat,Maize,4.0,2001,22,1071,6.897458515740811,16.0,Mixed Soil,Low,185,Very High Risk,4,4,97
Gujarat,Surat,Rice,4.0,79301,22,1071,4.572522005447929,16.0,Mixed Soil,Low,251,Very High Risk,4,4,108
Gujarat,Surat,Jowar,4.0,9201,19,14,2.055042424062578,16.0,Mixed Soil,Low,895,Very Low Risk,0,0,7
Gujarat,Surat,Wheat,4.0,5501,19,14,7.194921976146026,16.0,Mixed Soil,Low,877,Very Low Risk,0,0,8
Gujarat,Surat,Bajra,4.0,101,24,221,2.2725957831462607,16.0,Mixed Soil,Low,773,Low Risk,1,1,27
Gujarat,Surat,Groundnut,4.0,8701,24,221,8.747049149388205,16.0,Mixed Soil,Low,831,Low Risk,1,1,22
Gujarat,Surat,Rice,4.0,4701,24,221,8.889345003785674,16.0,Mixed Soil,Low,723,Low Risk,1,1,28
Gujarat,Surat,Sugarcane,4.0,116501,21,435,4.897386232577408,16.0,Mixed Soil,Low,232,Very High Risk,4,4,98
Gujarat,Surat,Bajra,4.0,301,23,1053,3.799890275745571,16.0,Mixed Soil,Low,370,High Risk,3,3,85
Gujarat,Surat,Groundnut,4.0,8801,23,1053,9.010683394471526,16.0,Mixed Soil,Low,330,High Risk,3,3,85
Gujarat,Surat,Jowar,4.0,25201,23,1053,8.577382810096326,16.0,Mixed Soil,Low,231,Very High Risk,4,4,100
Gujarat,Surat,Maize,4.0,2001,23,1053,9.109295510342829,16.0,Mixed Soil,Low,426,High Risk,3,3,78
Gujarat,Surat,Rice,4.0,68301,23,1053,4.277305379934564,16.0,Mixed Soil,Low,176,Very High Risk,4,4,103
Gujarat,Surat,Jowar,4.0,7701,19,13,4.721670974463665,16.0,Mixed Soil,Low,869,Very Low Risk,0,0,2
Gujarat,Surat,Wheat,4.0,6501,19,13,7.629303119045652,16.0,Mixed Soil,Low,871,Very Low Risk,0,0,10
Gujarat,Surat,Groundnut,4.0,10201,23,213,3.697173537911959,16.0,Mixed Soil,Low,850,Low Risk,1,1,20
Gujarat,Surat,Rice,4.0,3701,23,213,5.113023165065609,16.0,Mixed Soil,Low,758,Low Risk,1,1,29
Gujarat,Surat,Sugarcane,4.0,130601,22,426,5.484096203514346,16.0,Mixed Soil,Low,135,Very High Risk,4,4,96
Gujarat,Surat,Bajra,4.0,1201,23,1310,7.528059720663459,16.0,Mixed Soil,Low,241,Very High Risk,4,4,104
Gujarat,Surat,Groundnut,4.0,7401,23,1310,3.652204380349768,16.0,Mixed Soil,Low,300,Very High Risk,4,4,96
Gujarat,Surat,Jowar,4.0,25001,23,1310,7.384083005153614,16.0,Mixed Soil,Low,144,Very High Risk,4,4,98
Gujarat,Surat,Maize,4.0,2001,23,1310,6.600451059886535,16.0,Mixed Soil,Low,111,Very High Risk,4,4,98
Gujarat,Surat,Rice,4.0,72601,23,1310,2.132947245020592,16.0,Mixed Soil,Low,194,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,6601,19,14,7.447460108126751,16.0,Mixed Soil,Low,899,Very Low Risk,0,0,13
Gujarat,Surat,Wheat,4.0,6901,19,14,2.940610564185759,16.0,Mixed Soil,Low,852,Very Low Risk,0,0,0
Gujarat,Surat,Groundnut,4.0,9301,24,228,4.087235220866763,16.0,Mixed Soil,Low,850,Low Risk,1,1,20
Gujarat,Surat,Rice,4.0,5101,24,228,4.182745077083921,16.0,Mixed Soil,Low,791,Low Risk,1,1,24
Gujarat,Surat,Sugarcane,4.0,119601,22,517,8.387001709319328,16.0,Mixed Soil,Low,270,Very High Risk,4,4,97
Gujarat,Surat,Bajra,4.0,401,22,1174,9.088271327543756,16.0,Mixed Soil,Low,265,Very High Risk,4,4,98
Gujarat,Surat,Groundnut,4.0,7801,22,1174,7.414738013947842,16.0,Mixed Soil,Low,300,Very High Risk,4,4,95
Gujarat,Surat,Jowar,4.0,34301,22,1174,2.828785568051649,16.0,Mixed Soil,Low,272,Very High Risk,4,4,96
Gujarat,Surat,Maize,4.0,3501,22,1174,7.952297007455285,16.0,Mixed Soil,Low,297,Very High Risk,4,4,104
Gujarat,Surat,Rice,4.0,80501,22,1174,9.960230858403971,16.0,Mixed Soil,Low,222,Very High Risk,4,4,109
Gujarat,Surat,Jowar,4.0,6201,19,14,5.551690387469812,16.0,Mixed Soil,Low,895,Very Low Risk,0,0,12
Gujarat,Surat,Wheat,4.0,9701,19,14,8.795682390369993,16.0,Mixed Soil,Low,898,Very Low Risk,0,0,4
Gujarat,Surat,Bajra,4.0,201,23,219,3.1031279237452907,16.0,Mixed Soil,Low,785,Low Risk,1,1,29
Gujarat,Surat,Groundnut,4.0,6501,23,219,7.241818079203576,16.0,Mixed Soil,Low,770,Low Risk,1,1,28
Gujarat,Surat,Rice,4.0,7901,23,219,9.385121209080962,16.0,Mixed Soil,Low,742,Low Risk,1,1,30
Gujarat,Surat,Sugarcane,4.0,125901,21,469,5.212617135116248,16.0,Mixed Soil,Low,206,Very High Risk,4,4,107
Gujarat,Surat,Bajra,4.0,101,23,1131,5.769185169743269,16.0,Mixed Soil,Low,227,Very High Risk,4,4,103
Gujarat,Surat,Groundnut,4.0,2901,23,1131,5.889813834733304,16.0,Mixed Soil,Low,288,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,16201,23,1131,3.964465673313306,16.0,Mixed Soil,Low,297,Very High Risk,4,4,109
Gujarat,Surat,Maize,4.0,1101,23,1131,8.780261037047449,16.0,Mixed Soil,Low,265,Very High Risk,4,4,104
Gujarat,Surat,Rice,4.0,58401,23,1131,5.868950185354726,16.0,Mixed Soil,Low,161,Very High Risk,4,4,96
Gujarat,Surat,Jowar,4.0,2501,19,16,2.868758727821459,16.0,Mixed Soil,Low,861,Very Low Risk,0,0,11
Gujarat,Surat,Wheat,4.0,6101,19,16,2.7681602575161923,16.0,Mixed Soil,Low,891,Very Low Risk,0,0,9
Gujarat,Surat,Groundnut,4.0,3401,24,205,6.962735225648318,16.0,Mixed Soil,Low,756,Low Risk,1,1,28
